X,Y,OBJECTID_1,OBJECTID,NAME,ADDRESS,TYPE_,Notes,PHONE,Symbol,Capacity,Activated_As_Cooling_Site,Gender,Warming_Cooling,GlobalID,Hours3
-77.04052995,38.9191676400001,77,77,Marie Reed Aquatic Center,"2200 Chaplain Street, NW",Indoor Pool,,(202) 234-2162,Indoor Pool, ,Yes,All,Cooling,{D6C6DE18-E7B8-4FEF-8366-0EBA23C7C47B},"Mon-Fri 6AM-12PM & 3-9PM, Mon-Fri Closed 1-3PM, Sat 10AM-4PM"
-77.0777840599999,38.9492600300001,78,78,Wilson Aquatic Center,4551 Ft. Drive NW,Indoor Pool, ,202-730-0583,Indoor Pool, ,No,,Cooling,{EF61BF6E-F044-4104-9B64-E2D439F35F4F},"Mon-Fri 6AM-12PM & 3-9PM, Mon-Fri Closed 1-3PM, Sat 10AM-4PM"
-76.99837977,38.877331,79,79,Lincoln Capper Children's Pool,"555 L St., SE",Walk to Learn,,202-727-1080,Walk to Learn, ,Yes,Ages 12 and Under,Cooling,{5A533126-73F3-4D7B-A596-79B08095F574},Weekdays 10AM-5PM
-76.98985917,38.8833486500001,80,80,Watkins Spray Park,"420 12th Streets, SE",Spray Park, ,202-727-1504,Spray Park, ,Yes,,Cooling,{7EC15195-EBFA-46B6-8053-C1CC5F7BB222},Saturday and Sunday 10AM-8PM
-77.0408222409999,38.91911214,81,81,Happy Hollow Children's Pool,"2201 18th St. Chaplain St., NW",Walk to Learn, ,(202) 234-2162,Walk to Learn, ,No,,Cooling,{B7626FD0-8C04-4F7D-9E36-E585B859030C},
-77.0225830799999,38.9227042900001,82,82,Banneker Pool,2500 Georgia Ave NW,Outdoor Pool, ,,Outdoor Pool, ,Yes,All,Cooling,{05BE7ED0-7F47-461A-A333-0BD4FE15AB15},"Mon-Fri: 10AM-6PM, Sat-Sun: 10AM-6PM, Closed Thur"
-76.94048494,38.9082290700001,83,83,Kenilworth Pool,"1300 44th Street, NE",Outdoor Pool, ,202-258-6513,Outdoor Pool, ,Yes,All,Cooling,{4485782B-82AA-4F60-8384-CA80B3F38B6E},"Mon-Fri: 10AM-6PM, Sat-Sun: 10AM-6PM, Closed Wed"
-76.94072305,38.8764336200001,84,84,Ridge Road Pool,"830 Ridge Road, SE",Outdoor Pool, ,202-390-0523,Outdoor Pool, ,Yes,All,Cooling,{3183668A-87D1-44C4-82BE-35F41C2D93D6},"Mon-Fri: 10AM-6PM, Sat-Sun: 10AM-6PM, Closed Thur"
-76.93215558,38.9084449600001,85,85,Deanwood Aquatic Center,1350 49th St NE,Indoor Pool,,(202) 671-3078,Indoor Pool, ,Yes,,Cooling,{2647AAFD-B6A1-4DFE-ABB0-7C6018B95E69},
-76.92269884,38.8968115800001,86,86,HD Woodson Aquatic Center,540 55th St NE,Indoor Pool,,(202) 673-2097,Indoor Pool, ,Yes,,Cooling,{25440F29-1C32-4A4A-A5CC-5C511C19329F},
-77.0126914799999,38.90762655,87,87,Dunbar Aquatic Center,101 N St NW,Indoor Pool,,(202) 724-5328,Indoor Pool, ,Yes,,Cooling,{8AEE8525-BD9B-4456-BF28-0BB8D91492B5},
-77.04441658,38.9230587500001,88,88,VIDA Senior Center,1842 CALVERT ST NW,Senior Recreation/Socialization, ,202-483-1508,Senior Service Network, ,No,,Cooling,{3B5B6E39-8B36-400F-8D42-84F39F4450B6},
-77.02363738,38.93365909,89,89,Bernice Elizabeth Fonteneau Wellness Center,3531 GEORGIA AVE NW,Senior Wellness Center,,202-727-0338,Senior Service Network, ,Yes,,Cooling,{019230B6-8C3C-4267-B69B-E0744157BE31},
-77.0226016399999,38.89938884,90,90,Asian Services Senior Center,755 8th St NW,Senior Recreation/Socialization, ,202-842-4376,Senior Service Network, ,No,,Cooling,{CCDDF072-793F-417D-821A-C181B908A859},
-77.03159656,38.90696683,91,91,Senior Center for the Homeless Elderly at Luther Place Church,1226 VERMONT AVE NW,Senior Recreation/Socialization, ,202-265-2017,Senior Service Network, ,No,,Cooling,{4FEBE2D0-5636-40E0-81B8-3104EE0A52B7},
-77.08165632,38.94817712,92,92,IONA Senior Services,4125 ALBEMARLE ST NW,Senior Case Management, ,202-895-0234,Senior Service Network, ,No,,Cooling,{A9700C99-C969-4175-82A8-53333AA1EC52},
-77.01712252,38.9563816400001,93,93,Hattie Holmes Senior Wellness Center,324 KENNEDY ST NW,Senior Wellness Center,,202-291-6170,Senior Service Network, ,Yes,,Cooling,{B12A2CA6-535E-4C66-9939-4E97260A9D60},
-77.03115889,38.97026192,94,94,Ft. Stevens Recreation Center,1327 Van Buren St NW,Recreation Center, ,202-576-6916,Recreation Center, ,No,,Cooling,{EC5CA2CE-BF74-4CCB-AF7C-07AE32238582},
-76.9767091099999,38.9240774100001,95,95,Model Cities Senior Wellness Center,1901 EVARTS ST NE,Senior Wellness Center,,202-635-1900,Senior Service Network, ,Yes,,Cooling,{DB61FDDB-974F-45D3-AE6F-49B7237A588D},
-76.99918043,38.9028708600001,96,96,Hayes Senior Wellness Center,500 K STREET NE,Senior Wellness Center,,202-727-0357,Senior Service Network, ,Yes,,Cooling,{ED896347-26AA-47D9-A6D4-6D96B56608D6},
-76.96412823,38.8604735000001,97,97,"Washington Senior Wellness Center, Weekend Nutrition Program",3001 ALABAMA AVE SE,Senior Wellness Center,,202-581-9355,Senior Service Network, ,Yes,,Cooling,{4A407254-69F8-410A-9B52-AB728F07B992},
-77.00373303,38.8399043800001,98,98,Congress Heights Senior Wellness Center,3500 MARTIN LUTHER KING JR AVE SE,Senior Wellness Center,,202-563-7225,Senior Service Network, ,Yes,,Cooling,{84B7C6BB-0796-470E-A834-54424B5B6EF1},
-77.07119822,38.9221505900001,99,99,Guy Mason Spray Park,3600 Calvert St NW,Spray Park, ,202-727-7527,Spray Park, ,No,All,Cooling,{6A2F11A3-E310-475E-BBB4-0F9948565409},Daily 10AM-8PM
-77.032316317,38.9255018790001,100,100,14th and Girard Street Spray Park,14th and Girard St NW,Spray Park, ,,Spray Park, ,Yes,All,Cooling,{FE4E32C2-83C1-47E3-9EE6-A462D61F604D},Daily 10AM-8PM
-77.032748517,38.9302311050001,101,101,14th and Park Road Park,14th St & Park Rd NW,Spray Park, , ,Spray Park, ,Yes,All,Cooling,{382790B5-81B4-4C82-B10B-684FA5D65E34},Daily 10AM-8PM
-77.1045741299999,38.9245553900001,102,102,Palisades Spray Park,5200 Sherrier Pl NW,Spray Park, ,202-545-7201,Spray Park, ,Yes,,Cooling,{86F99653-CCBA-476C-AD42-4F10172316EF},"Mon-Fri 8AM-6PM, Sat 9AM- 5PM"
-77.0669922399999,38.93370408,103,103,Macomb Recreation Center Spray Park,3409 Macomb St NW,Spray Park, ,202-282-2199,Spray Park, ,Yes,All,Cooling,{EB39E51D-6A55-4E53-B226-D9D2D91FB3AB},Saturday and Sunday 10AM-8PM
-77.03115889,38.97026192,104,104,Fort Stevens Recreation Center Spray Park,1327 Van Buren St NE,Spray Park, ,202-541-3754,Spray Park, ,Yes,All,Cooling,{23CEC812-D061-4235-8517-CCB1B35DFFB6},Daily 10AM-8PM
-77.0240035099999,38.9410097000001,105,105,Petworth Spray Park,801 Taylor St NW,Spray Park, ,202-576-6850,Spray Park, ,Yes,All,Cooling,{2BACBC54-0151-41E0-932F-0D5B490B58EC},Daily 10AM-8PM
-77.0670720099999,38.9677393700001,106,106,Lafayette Spray Park,5900 33rd St NW,Spray Park, ,202-282-2206,Spray Park, ,Yes,All,Cooling,{F99E1C70-AB18-4D51-AD91-B15BE6A1541D},Daily 10AM-8PM
-76.99988254,38.95997214,107,107,Riggs LaSalle Spray Park,501 Riggs Rd NE,Spray Park, ,202-576-5224,Spray Park, ,Yes,All,Cooling,{87ACFFDF-3C99-44D5-AD5C-90E39DBAD8E3},Saturday and Sunday 10AM-8PM
-77.0179964009999,38.96889264,108,108,Takoma Community Center Spray Park,300 Van Buren Street NW,Spray Park, ,202-576-7068,Spray Park, ,Yes,All,Cooling,{6DC4C85F-95CE-4989-8679-F2AAE36D5A69},Saturday and Sunday 10AM-8PM
-76.9446452,38.86908028,109,109,Fort Davis Spray Park,1400 41st St SE,Spray Park, ,,Spray Park, ,Yes,All,Cooling,{C1C63400-EB80-4CEE-86FD-709C18EFE85D},Saturday and Sunday 10AM-8PM
-77.03028861,38.9179557900001,110,110,Harrison Recreation Center Spray Park,1330 V St NW,Spray Park, ,202-673-7760,Spray Park, ,Yes,All,Cooling,{2907BB69-1D8A-40DA-A235-BB4B6D7CEC8C},Saturday and Sunday 10AM-8PM
-76.99279011,38.9381043600001,111,111,Turkey Thicket Aquatic Center,1100 Michigan Ave NE,Spray Park, ,202-576-9238,Spray Park, ,Yes,,Cooling,{3088EBC2-0608-4DB2-9CCD-85E0FAF65E9A},Saturday and Sunday 10AM-8PM
-77.012586115,38.82605154,112,112,Fort Greble Spray Park,Martin Luther King Jr. Ave and Elmira St SW,Spray Park, , ,Spray Park, ,Yes,All,Cooling,{0210150E-228E-44B6-A67F-CB2B93CBD6FF},Saturday and Sunday 10AM-8PM
-76.98850077,38.9041177400001,113,113,Joseph H. Cole Recreation Center Spray Park,1299 Neal St NE,Spray Park, ,202-442-9262,Spray Park, ,Yes,All,Cooling,{4E0630C9-843C-407B-BDC9-92B5ADB3ED6E},Daily 10AM-8PM
-77.0350518399999,38.92514592,114,114,Columbia Heights Spray Park,"1480 Girard St., NW",Spray Park, ,(202) 673-7647,Spray Park, ,Yes,,Cooling,{F23BC56E-C935-4FC0-8901-54254DEEC75F},
-77.03251498,38.9175693,115,115,Frank D. Reeves Center (Lobby),2000 14th St NW,Office Building, ,202-671-0576,Office Building, ,No,,Cooling,{3506DBEB-9A21-4384-81F0-66F0F4D17936},
-77.0156446,38.8954463800001,116,116,Marion Barry Building,441 4th St NW,Office Building,,202-724-8613,Office Building, ,Yes,,Cooling,{1B77AEB1-AD91-438F-878C-B4406EC63B07},Mon-Fri 7:30AM - 5:30PM
-76.98582943,38.9150682600001,117,117,New York Avenue Men’s Emergency Shelter,1355 New York Ave NE,DHS Low Barrier Shelter, ,202- 399-7093,DHS Low Barrier Shelter, ,Yes,Men,Cooling,{24D611F5-9BF6-4C45-A57B-8EC66E4E8CB1},24 hours
-76.97487627,38.9196222900001,118,118,Adams Place Emergency Shelter (Men),2210 Adams Place NE,DHS Low Barrier Shelter, ,202-399-7093,DHS Low Barrier Shelter, ,Yes,Men,Cooling,{833BD8BB-5254-423C-8523-65DFF31AAFE8},"Monday-Friday; 7am-7pm"
-76.97557417,38.8852198100001,119,119,Harriet Tubman Emergency Shelter,1900 Massachusetts Ave SE,DHS Low Barrier Shelter, ,202-795-9966,DHS Low Barrier Shelter, ,No,,Cooling,{45769099-F5F7-4452-94FA-9215CA3578D0},
-76.9947285699999,38.85068463,120,120,"801 East Men’s Shelter, Catholic Charities",2700 Martin Luther King Jr. Ave SE,DHS Low Barrier Shelter, ,202- 399-7093,DHS Low Barrier Shelter, ,Yes,Men,Cooling,{926A6650-8543-485C-965A-FB5D8ADB4F5D},"Monday-Friday: 7am-7pm,  Sat & Sun: 9am-1pm"
-77.02582205,38.92147068,121,121,Garfield Terrace,2301 11th St NW,Public Housing Senior Citizens, ,202-362-7452,Public Housing Senior Citizens, ,No,Seniors Without AC,Cooling,{36EFA261-9EE8-4E10-A886-C6AA68ECA77C},
-77.01740338,38.9192213000001,122,122,LeDroit Apartments,2125 4th St NW,Public Housing Senior Citizens, ,202-238-0483,Public Housing Senior Citizens, ,No,Seniors Without AC,Cooling,{47F2719D-45A2-42D9-902D-309AC9D221ED},
-77.02829951,38.90519886,123,123,Horizon House,1150 12th St NW,Public Housing Senior Citizens, ,202-682-9395,Public Housing Senior Citizens, ,No,Seniors Without AC,Cooling,{7690F3FF-220A-4C6E-A314-B02C609F85C4},
-77.03309689,38.9075004900001,124,124,James Apartments,1425 N St NW,Public Housing Senior Citizens, ,202-673-2387,Public Housing Senior Citizens, ,No,Seniors Without AC,Cooling,{38DECC9A-497B-49B6-8BFA-52E226B96FC6},
-77.07112326,38.9578813100001,125,125,Regency House,5201 Connecticut Ave NW #116,Public Housing Senior Citizens, ,202-362-4445,Public Housing Senior Citizens, ,No,Seniors Without AC,Cooling,{4AFE8791-0736-4939-9DDD-24445F547C2A},
-76.96093611,38.92806061,126,126,Fort Lincoln,2855 Bladensburg Rd NE,Public Housing Senior Citizens, ,202-576-6370,Public Housing Senior Citizens, ,No,Seniors Without AC,Cooling,{195F4EF0-56BE-41AA-93D9-1893A37327DB},
-76.999196379,38.87879424,127,127,Arthur Capper,900 5th St SE,Public Housing Senior Citizens, ,202-546-1024,Public Housing Senior Citizens, ,No,,Cooling,{5CE229D5-1D63-46F6-B338-18B4D5D32B27},
-76.9999535599999,38.8767111400001,128,128,Carroll Apartments,410 M St SE,Public Housing Senior Citizens, ,202-727-4069,Public Housing Senior Citizens, ,No,Seniors Without AC,Cooling,{BE97260C-7503-4FBF-9803-73C136E3F224},
-77.009487231,38.9051201,129,129,Sibley Plaza,1140 North Capitol St NW,Public Housing Senior Citizens, ,202-289-0095,Public Housing Senior Citizens, ,No,Seniors Without AC,Cooling,{59681844-CCC5-4AC7-BB41-17BBA03E09A6},
-76.96920978,38.8522619400001,130,130,Knox Hill,2700 Jasper St SE,Public Housing Senior Citizens, ,202-727-4005,Public Housing Senior Citizens, ,No,Seniors Without AC,Cooling,{5645C402-5580-4F82-8CA9-92168B6182EE},
-77.006188521,38.83707193,131,131,King Office Building (Lobby),"3720 Martin Luther King Ave, S.E.",Office Building, ,202-279-1800,Office Building, ,No,,Cooling,{F1370195-FE07-44F7-AD39-9308D4F416FC},
-77.01329693,38.8955041200001,132,132,Community for Creative Non-Violence (CCNV),"425 2nd Street, NW",DHS Low Barrier Shelter, ,202-399-7093,DHS Low Barrier Shelter, ,Yes,All,Cooling,{98B005BD-B0AA-42C4-9CDA-B588471D3C4E},24 hours
-76.97487627,38.9196222900001,133,133,Adams Place Day Center for women,2210 Adams Pl NE #1,DHS Low Barrier Shelter, ,(202) 832-8317,DHS Low Barrier Shelter, ,No,,Cooling,{E1162B10-56EB-45F2-9C21-E37CA283666D},"Monday-Friday; 7am-7pm"
-77.01275541,38.87508311,134,134,King Greenleaf Spray Park,"201 N St SW, Washington, DC 20024",Spray Park, ,(202) 645-7454,Spray Park, ,Yes,,Cooling,{3DC4A1DF-5A83-4768-A48B-90C4F95E0703},Daily 10AM-8PM
-77.03762074,38.9100249700001,135,135,Stead Recreation Center,"1625 P Street, NW",Spray Park, ,(202) 673-4465,Spray Park, ,No,,Cooling,{C38B2213-5341-4AA3-90D0-EA7D0E823FF6},Daily 10AM-8PM
-77.02465016,38.9150213,136,136,Westminster Playground,"911 Westminster Street, NW",Spray Park, , ,Spray Park, ,Yes,,Cooling,{B6F5DE50-5D02-43F1-98FA-195089D65567},Saturday and Sunday 10AM-8PM
-77.08075387,38.96345912,137,137,Chevy Chase RC Spray Park,"5500 41st Street, NW",Spray Park, ,(202) 282-2204,Spray Park, ,Yes,,Cooling,{37F5D98D-2B10-4E65-91D6-3A976CACE271},Saturday and Sunday 10AM-8PM
-76.97356897,38.92704459,138,138,Langdon Park Spray Park,2860 Mills Avenue NE,Spray Park, ,(202) 576-6595,Spray Park, ,Yes,,Cooling,{94447E24-0D08-43D8-A149-603B0671DA28},Daily 10AM-8PM
-77.088055331,38.9424784500001,139,139,Friendship RC Spray Park,"4500 Van Ness Street, NW",Spray Park, ,(202) 282-2198,Spray Park, ,Yes,,Cooling,{8733A038-C00A-43EB-B83B-3DA7ECCC5D09},Saturday and Sunday 10AM-8PM
-76.98307725,38.8700840600001,140,140,Anacostia HS,1601 16TH STREET SE,DCPS,Daily meals and weekly grocery distribution site.,(202) 698‐2155,DCPS, ,No,,Cooling,{A55EE0B7-9132-4D45-8C6E-D095DE7D8988},
-77.0013625,38.8385116600001,141,141,Ballou HS,3401 4TH STREET SE,DCPS,Daily meals and weekly grocery distribution site.,(202) 645‐3400,DCPS, ,No,,Cooling,{DDE1715F-B1EC-4DD4-8110-9AA95926FC59},
-77.0284706909999,38.92217286,142,142,Cardozo Education Campus,1200 Clifton Street NW,DCPS,Daily meals and weekly grocery distribution site.,(202) 673‐7385,DCPS, ,No,,Cooling,{12B95919-BA8B-467C-9F93-7D6E99888FB3},
-77.01957835,38.9672845700001,143,143,Coolidge High School,6315 5th St. NW,DCPS,Daily meals and weekly grocery distribution site.,(202) 671‐6080,DCPS, ,No,,Cooling,{0EF31B8E-7365-4E7D-A72F-B11FA7C99D7D},
-77.0126914799999,38.90762655,144,144,Dunbar High School,101 N St. NW,DCPS,Confirmed 2020 Cooling Site,(202) 698‐3762,DCPS,15-20,No,,Cooling,{B65DA7D3-015A-4122-BF23-918D1B762E74},
-76.97968429,38.8904026600001,145,145,Eastern High School,1700 East Capitol St. NE,DCPS,Daily meals and weekly grocery distribution site.,(202) 698‐4500,DCPS, ,No,,Cooling,{BF9B2D86-767C-495F-9660-CBD1B0E7DF49},
-76.92269884,38.8968115800001,146,146,HD Woodson High School,540 55th St. NE,DCPS, , ,DCPS, ,No,,Cooling,{6EE142B5-E5AF-4FEF-8415-A459E4DA30F8},
-77.00432847,38.91492701,147,147,McKinley Tech  Education Campus,151 T St. NE,DCPS, , ,DCPS, ,No,,Cooling,{A6E92A52-413C-44DA-9236-2234A630401C},
-76.9327047799999,38.9065627100001,148,148,Ron Brown College Prep,4800 Meade St. NE,DCPS, , ,DCPS, ,No,,Cooling,{D6B19FFE-AE65-4EDB-86CD-B3AC191EB5F2},
-77.0288871499999,38.9430828700001,149,149,Roosevelt High School, 4301 13th St. NW,DCPS, , ,DCPS, ,No,,Cooling,{442E5B65-F502-4950-886B-61576E53020B},
-77.04818647,38.89812412,150,150,School Without Walls,2130 G St. NW,DCPS, , ,DCPS, ,No,,Cooling,{C387FC77-1413-424A-ACC7-F4DAFCDC5BB0},
-77.077775699,38.9501567200001,151,151,Wilson High School,3950 Chesapeake St. NW,DCPS, , ,DCPS, ,No,,Cooling,{A0EBE3E7-D859-439E-92B9-D1746572E767},
-77.03555789,38.92933679,152,152,Columbia Heights Education Campus,3101 16th St. NW,DCPS,Daily meals and weekly grocery distribution site.,(202) 939‐7700,DCPS, ,No,,Cooling,{44C55AA3-BB74-483F-B9EB-3E8A8BECF002},
-76.983124599,38.8726023,153,153,Anacostia Recreation Center,1800 ANACOSTIA DRIVE SE,Recreation Center, ,(202) 698-2250,Recreation Center, ,No,,Cooling,{5EDEFB94-C1B2-4A8E-ABA5-0DA6097E82A3},
-76.9711692499999,38.9137164800001,154,154,Arboretum Community Center,2412 RAND PLACE NE,Recreation Center, ,(202) 673-4507,Recreation Center, ,No,,Cooling,{A81705B5-8139-4A95-A7E0-5ED3CE3A48EE},
-76.926909,38.8798022300001,155,155,Benning Park Community Center,"SOUTHERN AVE. AND FABLE ST., SE",Recreation Center, ,(202) 341-6765,Recreation Center, ,No,,Cooling,{5B7D8482-DB7E-4790-9A4B-5F87C7ACE61B},
-76.9829372899999,38.9210022300001,156,156,Brentwood Recreation Center,2311 14TH STREET NE,Recreation Center,,(202) 576-6667,Recreation Center, ,Yes,,Cooling,{E00ACFA3-FB50-4B9C-A4C0-EADA4EE3F076},
-77.08075387,38.96345912,157,157,Chevy Chase Playground,5500 41ST STREET NW,Recreation Center,,(202) 282-2200,Recreation Center, ,Yes,,Cooling,{77EAD59C-081D-461D-89E6-93CB83A8F228},
-76.97776893,38.8526053300001,158,158,Douglass Community Center,"2100 STANTON TERRACE, SE",Recreation Center,,(202) 645-3980,Recreation Center, ,Yes,,Cooling,{746229E2-DD4F-4955-B95F-3525F8ED5287},
-76.979850723,38.936164681,159,159,Dwight A. Moseley,18TH STREET NE AND PERRY STREET NE,Recreation Center, , ,Recreation Center, ,No,,Cooling,{640F9F78-B53D-4D67-82D4-75EA96333EDD},
-76.95752807,38.9272886100001,160,160,Fort Lincoln Recreation Center,3100 FORT LINCOLN DRIVE NE,Recreation Center, ,(202) 576-6818,Recreation Center, ,No,,Cooling,{D9381808-0A04-405D-AAE8-F44222DEC32B},
-77.03115889,38.97026192,161,161,Fort Stevens Recreation Center,1327 VAN BUREN STREET NW,Recreation Center,,(202) 541-3754,Recreation Center, ,Yes,,Cooling,{B86D146C-4B57-45C9-B381-7001B5104308},
-77.067872184,38.9107230640001,162,162,Georgetown,Q STREET NW AND 34TH STREET NW,Recreation Center, , ,Recreation Center, ,No,,Cooling,{B231427C-60BE-4C08-AF04-BF811E7C1054},
-77.03028861,38.9179557900001,163,163,Harrison Recreation Center,1330 V STREET NW,Recreation Center, ,(202) 673-6865,Recreation Center, ,No,,Cooling,{8781AD61-37E3-4B7A-AC1E-BB1AABA81CEC},
-77.00786815,38.9139860600001,164,164,Harry Thomas Sr. Recreation Center,1743 LINCOLN ROAD NE,Recreation Center,,(202) 576-5642,Recreation Center, ,Yes,,Cooling,{F8DFE740-FBBA-4E21-8480-810D2A1D6C16},
-77.07158256,38.9408685700001,165,165,Hearst Recreation Center,3950 37TH STREET NW,Recreation Center,,(202) 282-2207,Recreation Center, ,Yes,,Cooling,{EC27CF9E-6F32-4771-BEBE-283F57A88200},
-76.975788489,38.92682275,166,166,Langdon Park Community Center,2901 20th St NE,Recreation Center,,(202) 576-6595,Recreation Center, ,Yes,,Cooling,{5618373E-CB36-46FD-854A-D7366C17023B},
-76.9335669499999,38.89850289,167,167,Lederer Gardens,4801 NANNIE HELEN BURROUGHS AVENUE NE,Recreation Center, ,(202) 727-8061,Recreation Center, ,No,,Cooling,{FAEE344C-5141-46AB-B084-9AB4E1125DFF},
-77.0669922399999,38.93370408,168,168,Macomb Recreation Center,3409 Macomb St NW,Recreation Center, ,(202) 282-2199,Recreation Center, ,No,,Cooling,{FC60BA8D-A0F9-46B1-BB3C-044328025F2F},
-77.04999657,38.9145685500001,169,169,Mitchell Park Recreation Center,1801 23RD STREET NW,Recreation Center, ,(202) 673-6871,Recreation Center, ,No,,Cooling,{D1B0F1D6-2C68-41BC-84C4-F17D04A3AD99},
-77.0007586839999,38.836291325,170,170,Oxon Run Recreation Center (Closed?),4TH ST AND MISSISSIPPI AVE SE,Recreation Center, ,(202) 645-3960,Recreation Center, ,No,,Cooling,{14EFF452-9F88-4169-906B-8716122A05DC},
-76.983655341,38.885352647,171,171,Payne,C STREET SE AND 15TH STREET SE,Recreation Center, , ,Recreation Center, ,No,,Cooling,{707EB9A2-0A8A-4BBA-860E-4181C9DF13BE},
-77.0240035099999,38.9410097000001,172,172,Petworth Recreation Center,801 TAYLOR STREET NW,Recreation Center,,(202) 576-6850,Recreation Center, ,Yes,,Cooling,{72E7CD77-F8D7-4C38-B23B-2232BD5D4B95},
-77.01361683,38.9040027500001,173,173,RH Terrell Recreation Center,155 L STREET NW,Recreation Center, ,(202) 939-5946,Recreation Center, ,No,,Cooling,{B2A8B80C-7272-41CF-BCDE-9470E0F09020},
-77.03236212,38.92199907,174,174,Rita Bright Community Center,2500 14TH STREET NW,Recreation Center, ,(202) 645-7111,Recreation Center, ,No,,Cooling,{28A2212D-50D8-486F-AEE7-010739D879A0},
-77.05504983,38.9079852400001,175,175,Rose Park Recreation Center,2609 DUMBARTON STREET NW,Recreation Center, ,(202) 251-2288,Recreation Center, ,No,,Cooling,{48519836-2A4F-42BE-B08F-27B7C706A50D},
-77.0135093819999,38.9533233540001,176,176,Rudolph,HAMILTON STREET NW AND 2ND STREET NW,Recreation Center, , ,Recreation Center, ,No,,Cooling,{0931D40D-EE8A-4CAC-9980-D4DB45F2621D},
-77.027039418,38.910548228,177,177,Shaw,RHODE ISLAND AVENUE NW AND 11TH STREET NW,Recreation Center, , ,Recreation Center, ,No,,Cooling,{7994C107-4033-40D8-BA73-AAB5FEC49868},
-77.03762074,38.9100249700001,178,178,Stead Recreation Center,1625 P STREET NW,Recreation Center, ,(202) 673-4465,Recreation Center, ,No,,Cooling,{C58CE4FB-4559-4700-9DBF-F790847C8D60},
-76.95827674,38.9241811900001,179,179,Theodore Hagans Cultural Center,3201 FORT LINCOLN DRIVE NE,Recreation Center, ,(202) 576-3017,Recreation Center, ,No,,Cooling,{333C15EF-B454-488B-8092-63D19CBB450B},
-77.0323147,38.9433137300001,180,180,Upshur Recreation Center,4300 ARKANSAS AVENUE NW,Recreation Center,,(202) 576-6842,Recreation Center, ,Yes,,Cooling,{5EE9ABD9-DE82-4C68-89E0-830AE1E548B9},
-76.99153361,38.8772254180001,181,181,Virginia Avenue,L STREET SE AND 11TH STREET SE,Recreation Center, , ,Recreation Center, ,No,,Cooling,{419905DE-19B0-43D0-B2ED-8A5B69667B48},
-77.03121326,38.89997606,182,182,New York Avenue Presbyterian Church,"1313 New York Avenue, NW",Church, , ,Church, ,No,,Cooling,{B07FFBCD-A03F-43A0-A324-0C0EEC584DD4},
-77.03121326,38.89997606,183,183,New York Avenue Presbyterian Church,"1313 New York Avenue, NW",Church, , ,Church,"175 Fellowship Hall; 500 Sanctuary
",No,,Cooling,{25F16D31-767D-4325-8C07-616F2C2046DF},
-77.0369800399999,38.910172887,184,184,Foundry United Methodist Church,"1500 16th Street, NW",Church, , ,Church,"100 Fellowship Hall; 500 Sanctuary
",No,,Cooling,{BA5B052B-7CAB-47F1-92AE-2DFEAF2EC871},
-77.031608668,38.911658823,185,185,John Wesley AMEZ Church,"1615 14th Street, NW",Church, , ,Church,"800 Sanctuary; 200 Fellowship
",No,,Cooling,{A20DE4C0-75B1-4762-B02E-CBE0C543482D},
-77.03159656,38.90696683,186,186,Luther Place Memorial Church,"1226 Vermont Avenue, NW",Church, , ,Church,200 Sanctuary,No,,Cooling,{52305412-E4DA-4199-9629-1D3225364F4A},
-77.024311403,38.909951575,187,187,Shiloh Baptist Church,"1500 9th Street, NW",Church, , ,Church,"800 Sanctuary Fellowship Hall unavailable
",No,,Cooling,{1A453622-7B94-4E75-98AF-7D94D8BD15B6},
-77.035436075,38.905398711,188,188,Metropolitan AME Church,"1518 M Street, NW",Church, , ,Church,"500 Sanctuary; 100 Fellowship Hall
",No,,Cooling,{48B436D3-DF26-484F-918C-58712625ED6F},
-77.0226016399999,38.89938884,189,189,Calvary Baptist Church,"755 8th Street, NW",Church, , ,Church,"300 Sanctuary; 100 Fellowship Hall
",No,,Cooling,{9CCFF87B-F660-47D5-9670-D413207472ED},
-77.032575391,38.9064550900001,190,190,National City Christian Church,"5 Thomas Circle, NW",Church, , ,Church,500 Sanctuary,No,,Cooling,{D90663CE-DA99-4221-A866-EDE557490031},
-77.030495692,38.8986495230001,191,191,Church of the Epiphany,"1317 G Street, NW",Church, , ,Church, ,No,,Cooling,{5DA27A79-3643-415A-AA9E-2BFD093FF191},
-76.9899298249999,38.883610918,192,192,Watkins Elementary School,"420 12th Street, SE",School,Confirmed 2020 Cooling Site, ,DCPS, ,No,,Cooling,{7B3F473B-6CFC-4BE0-93A6-31BE7285B8CF},
-76.987605875,38.8642924050001,209,,New Covenant Baptist Church,"1301 W Street, SE",Alert Night Shelter,,,,,No,Women,Warming,{A91941EB-6404-44DF-8747-7F167658C97C},Open Nightly
-77.069368466,38.9253481220001,210,,Community of Christ Church,"3526 Massachusetts Avenue, NW",Alert Night Shelter,,,,,No,Women,Warming,{847C9AD0-FC2B-4FB6-8A9F-B4C29155E664},Open Nightly
-76.993161995,38.898613993,211,,Sherwood Recreation Center,"640 10th Street, NE",Alert Night Shelter,,,,,Yes,Women,Warming,{93C93764-9B8F-4365-9C7E-41DC7D5C00E4},Open Nightly
-77.012762406,38.875082868,212,,King Greenleaf Recreation Center,"201 N Street, SW",Seasonal Shelter,,,,,No,Women,Warming,{4C11AF83-6B64-4342-9A29-BBEE73CFD95C},Daily 10AM-8PM
